iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality
TUV,Oceania,Tuvalu,2021-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
TUV,Oceania,Tuvalu,2021-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,4780.0,,11925.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,,,
